Date,Open,High,Low,Close,Adj Close,Volume
2013-11-01,64.889999,67.250000,63.320000,63.930000,53.774334,101405200
2013-12-01,63.980000,63.990002,61.259998,63.270000,53.563503,123385300
2014-01-01,63.529999,64.169998,55.959999,56.639999,47.950634,140607500
2014-02-01,56.860001,62.880001,54.660000,62.540001,52.945499,168844000
2014-03-01,61.939999,62.549999,58.599998,60.509998,51.617287,99158500
2014-04-01,60.740002,62.480000,58.580002,61.750000,52.675053,90155900
2014-05-01,61.849998,62.639999,55.250000,56.759998,48.418396,154043300
2014-06-01,56.900002,59.320000,56.290001,57.950001,49.798683,101332000
2014-07-01,58.389999,61.630001,57.950001,59.590000,51.207993,94866700
2014-08-01,59.320000,61.500000,57.259998,60.070000,51.620472,108249800
2014-09-01,60.279999,64.650002,59.980000,62.680000,54.348942,84071300
2014-10-01,62.680000,63.450001,58.720001,61.820000,53.603245,97223700
2014-11-01,61.820000,74.760002,60.980000,74.000000,64.164360,126513800
2014-12-01,73.339996,76.650002,71.980003,75.910004,66.326721,96597700
2015-01-01,76.110001,77.750000,72.739998,73.610001,64.317085,114834000
2015-02-01,73.190002,78.400002,71.900002,76.830002,67.130592,84678900
2015-03-01,76.830002,82.809998,75.080002,82.070000,72.197441,116173400
2015-04-01,81.830002,83.980003,78.389999,78.830002,69.347206,82846500
2015-05-01,78.699997,81.370003,76.459999,79.320000,69.778267,98956700
2015-06-01,79.500000,85.809998,78.250000,81.629997,72.289040,108698000
2015-07-01,82.099998,85.309998,79.129997,81.849998,72.483871,88000700
2015-08-01,81.180000,84.620003,71.910004,77.849998,68.941605,142926300
2015-09-01,76.419998,79.980003,74.989998,78.660004,70.154015,92579500
2015-10-01,78.349998,80.169998,72.750000,77.180000,68.834045,121921900
2015-11-01,77.000000,78.699997,68.150002,72.500000,64.660118,133783100
2015-12-01,73.070000,75.000000,70.699997,72.610001,65.266655,95817100
2016-01-01,71.839996,76.000000,66.459999,72.419998,65.095840,119516100
2016-02-01,71.250000,79.169998,67.430000,78.449997,70.515999,112801100
2016-03-01,79.120003,84.000000,78.570000,82.279999,74.572342,121216900
2016-04-01,81.760002,84.139999,79.010002,79.500000,72.052765,78880300
2016-05-01,79.449997,80.510002,65.500000,68.779999,62.336960,179975900
2016-06-01,68.959999,70.580002,65.930000,69.820000,63.762871,139655400
2016-07-01,69.639999,77.379997,69.379997,75.330002,68.794838,85512400
2016-08-01,74.839996,76.440002,69.239998,70.190002,64.100754,136612200
2016-09-01,70.339996,71.430000,67.120003,68.680000,63.222134,125181000
2016-10-01,68.500000,69.559998,67.010002,68.730003,63.268158,74373900
2016-11-01,68.660004,79.330002,66.010002,77.239998,71.101875,138035600
2016-12-01,76.860001,78.580002,71.879997,72.230003,67.053894,103666200
2017-01-01,72.660004,74.239998,62.939999,64.480003,59.859272,135281900
2017-02-01,63.980000,67.080002,57.299999,58.770000,54.558460,136494500
2017-03-01,58.779999,59.330002,52.770000,55.189999,51.707001,206344800
2017-04-01,55.220001,56.290001,52.720001,55.849998,52.325352,109010400
2017-05-01,55.810001,58.650002,53.759998,55.150002,51.669525,183049700
2017-06-01,55.250000,58.330002,48.560001,52.290001,49.522518,195455000
2017-07-01,52.529999,56.750000,50.040001,56.669998,53.670700,123041000
2017-08-01,56.580002,59.209999,53.900002,54.529999,51.643970,176907700
2017-09-01,54.840000,60.439999,54.840000,59.009998,56.516506,120364500
2017-10-01,58.790001,63.619999,55.770000,59.040001,56.545246,131869500
2017-11-01,58.799999,63.099998,54.040001,59.900002,57.368912,195179700
2017-12-01,60.000000,66.449997,58.900002,65.250000,63.140968,119941200
2018-01-01,65.949997,78.699997,65.059998,75.220001,72.788719,174357200
2018-02-01,74.629997,78.430000,68.389999,75.410004,72.972580,115853600
2018-03-01,75.510002,75.750000,67.769997,69.430000,67.740677,140961400
2018-04-01,69.029999,73.690002,67.440002,72.599998,70.833549,86169500
2018-05-01,71.870003,77.629997,68.330002,72.889999,71.116486,131955400
2018-06-01,72.930000,79.589996,72.580002,76.120003,74.904953,100514800
2018-07-01,75.750000,81.290001,74.779999,80.680000,79.392166,74236300
2018-08-01,80.599998,88.889999,78.339996,87.500000,86.103302,116638700
2018-09-01,87.410004,90.389999,86.379997,88.209999,87.484268,75477600
2018-10-01,88.330002,89.389999,81.070000,83.629997,82.941948,106675800
2018-11-01,83.510002,87.930000,66.120003,70.959999,70.376190,153254600
