Date,Open,High,Low,Close,Adj Close,Volume
2013-11-01,14.000000,15.980000,13.800000,15.820000,14.758570,2059558200
2013-12-01,15.840000,15.970000,15.060000,15.570000,14.525339,1661429900
2014-01-01,15.690000,17.420000,15.680000,16.750000,15.636231,2581396100
2014-02-01,16.770000,16.920000,16.129999,16.530001,15.430860,2055235400
2014-03-01,16.299999,18.030001,16.190001,17.200001,16.056309,2337288800
2014-04-01,17.280001,17.400000,14.860000,15.140000,14.141738,2245029800
2014-05-01,15.140000,15.310000,14.370000,15.140000,14.141738,1462446400
2014-06-01,15.160000,15.940000,15.050000,15.370000,14.356575,1256220000
2014-07-01,15.380000,16.230000,15.130000,15.250000,14.253654,1499782500
2014-08-01,15.180000,16.459999,14.840000,16.090000,15.038772,1445234500
2014-09-01,16.139999,17.200001,15.900000,17.049999,15.936049,1789337700
2014-10-01,17.070000,17.410000,15.430000,17.160000,16.088308,2208123000
2014-11-01,17.180000,17.459999,16.830000,17.040001,15.975803,942013300
2014-12-01,16.920000,18.209999,16.590000,17.889999,16.772718,1712060700
2015-01-01,17.990000,18.030001,14.970000,15.150000,14.245369,2202348100
2015-02-01,15.270000,16.790001,15.120000,15.810000,14.865959,1899896200
2015-03-01,15.790000,16.620001,15.260000,15.390000,14.471038,1825985000
2015-04-01,15.420000,16.049999,15.250000,15.930000,15.025633,1462413000
2015-05-01,16.000000,16.850000,15.920000,16.500000,15.563272,1384767600
2015-06-01,16.580000,17.719999,16.469999,17.020000,16.053749,1657598300
2015-07-01,17.250000,18.480000,16.219999,17.879999,16.915512,1904433600
2015-08-01,17.910000,18.070000,14.600000,16.440001,15.553188,2323949800
2015-09-01,15.950000,16.480000,15.250000,15.580000,14.739578,1774722500
2015-10-01,15.520000,17.440001,14.630000,16.780001,15.925959,1847663600
2015-11-01,16.900000,18.090000,16.870001,17.430000,16.542875,1439213600
2015-12-01,17.520000,17.889999,16.500000,16.830000,15.973413,1768999200
2016-01-01,16.450001,16.590000,12.940000,14.140000,13.458109,2647678900
2016-02-01,14.050000,14.090000,10.990000,12.520000,11.916233,3565521600
2016-03-01,12.640000,14.030000,12.620000,13.520000,12.868008,2414500400
2016-04-01,13.470000,15.300000,12.750000,14.560000,13.910587,2018072500
2016-05-01,14.580000,15.150000,13.800000,14.790000,14.130327,1740978300
2016-06-01,14.600000,14.980000,12.050000,13.270000,12.678123,2287844200
2016-07-01,13.190000,14.700000,12.450000,14.490000,13.890668,1700008400
2016-08-01,14.520000,16.240000,14.090000,16.139999,15.472419,1812381600
2016-09-01,16.150000,16.150000,14.810000,15.650000,15.072512,1823989800
2016-10-01,15.590000,17.100000,15.500000,16.500000,15.891146,1720270900
2016-11-01,16.559999,21.190001,16.280001,21.120001,20.340666,3118245500
2016-12-01,21.420000,23.389999,21.020000,23.090000,22.320477,2752975300
2017-01-01,22.600000,23.549999,22.010000,22.639999,21.885473,1916861800
2017-02-01,22.969999,24.950001,22.450001,24.680000,23.857487,1866239100
2017-03-01,25.370001,25.799999,22.160000,23.590000,22.803812,2336311300
2017-04-01,23.650000,24.350000,22.260000,23.340000,22.630919,1824040300
2017-05-01,23.520000,24.309999,22.090000,22.410000,21.729170,1637101600
2017-06-01,22.480000,24.670000,22.070000,24.260000,23.600227,1768208300
2017-07-01,24.459999,25.110001,23.610001,24.120001,23.464035,1385076400
2017-08-01,24.290001,25.350000,23.120001,23.889999,23.240290,1353689700
2017-09-01,23.900000,25.639999,22.750000,25.340000,24.776947,1481992500
2017-10-01,25.459999,27.980000,25.120001,27.389999,26.781395,1380163100
2017-11-01,27.639999,28.719999,25.809999,28.170000,27.544065,1350989400
2017-12-01,28.250000,30.030001,27.500000,29.520000,28.987066,1494582400
2018-01-01,29.750000,32.450001,29.610001,32.000000,31.422297,1412129000
2018-02-01,32.000000,32.849998,29.129999,32.099998,31.520489,1705884000
2018-03-01,32.070000,33.049999,29.010000,29.990000,29.448582,1488464200
2018-04-01,29.799999,31.170000,28.750000,29.920000,29.490091,1471183500
2018-05-01,29.920000,31.360001,28.430000,29.040001,28.622736,1412700900
2018-06-01,29.490000,30.410000,28.010000,28.190001,27.898472,1375968600
2018-07-01,28.080000,31.450001,27.629999,30.879999,30.560650,1313220000
2018-08-01,31.219999,31.910000,30.160000,30.930000,30.610134,1076190800
2018-09-01,30.910000,31.370001,29.420000,29.459999,29.155334,1036676400
2018-10-01,29.680000,30.790001,25.879999,27.500000,27.347166,1818210500
2018-11-01,27.770000,29.120001,26.780001,28.400000,28.242165,1119299900
